Date,Store ID,Product Name,Category,Region,Year,Quarter,Day,DayOfWeek,EWMA
2022-01-02,3,2,0,3,2022,1,2,6,179.99999999858784
2022-01-02,3,19,2,3,2022,1,2,6,343.99999999733257
2022-01-02,3,12,4,3,2022,1,2,6,209.0
2022-01-02,3,18,3,3,2022,1,2,6,199.99999999794977
2022-01-02,3,0,3,3,2022,1,2,6,381.9999999964957
2022-01-02,3,5,1,3,2022,1,2,6,189.99999999921548
2022-01-02,3,4,3,3,2022,1,2,6,50.999999999748944
2022-01-02,3,14,1,3,2022,1,2,6,40.000000000523016
2022-01-02,3,9,4,3,2022,1,2,6,104.00000000106695
2022-01-02,3,3,3,3,2022,1,2,6,46.00000000294981
2022-01-02,3,13,4,3,2022,1,2,6,9.000000001527212
2022-01-02,3,8,2,3,2022,1,2,6,56.00000000133892
2022-01-02,3,17,0,3,2022,1,2,6,62.999999999508354
2022-01-02,3,7,3,3,2022,1,2,6,180.9999999990481
2022-01-02,3,11,2,3,2022,1,2,6,94.00000000087866
2022-01-02,3,1,0,3,2022,1,2,6,46.00000000219667
2022-01-02,3,16,1,3,2022,1,2,6,8.000000000198746
2022-01-02,3,10,4,3,2022,1,2,6,171.99999999890164
2022-01-02,3,15,0,3,2022,1,2,6,68.00000000016736
2022-01-02,4,6,4,2,2022,1,2,6,76.9999999998954
2022-01-02,4,2,1,2,2022,1,2,6,297.9999999970397
2022-01-02,4,19,3,2,2022,1,2,6,64.00000000281383
2022-01-02,4,18,1,2,2022,1,2,6,21.00000000150629
2022-01-02,4,0,2,2,2022,1,2,6,175.9999999987238
2022-01-02,4,5,2,2,2022,1,2,6,130.9999999996025
2022-01-02,4,4,1,2,2022,1,2,6,3.8751491293155396
2022-01-02,4,14,0,2,2022,1,2,6,96.99999999992676
2022-01-02,4,9,1,2,2022,1,2,6,8.000000000784526
2022-01-02,4,3,0,2,2022,1,2,6,103.99999999907948
2022-01-02,4,13,3,2,2022,1,2,6,87.0
2022-01-02,4,8,1,2,2022,1,2,6,238.00000000003138
2022-01-02,4,17,3,2,2022,1,2,6,171.00000000120292
2022-01-02,4,7,2,2,2022,1,2,6,249.99999999801253
2022-01-02,4,1,3,2,2022,1,2,6,371.00000000006276
2022-01-02,4,16,2,2,2022,1,2,6,106.99999999974894
2022-01-02,4,10,2,2,2022,1,2,6,106.00000000101464
2022-01-02,4,15,2,2,2022,1,2,6,101.00000000085772
2022-01-03,0,6,0,0,2022,1,3,0,126.99999999165053
2022-01-03,0,2,2,0,2022,1,3,0,150.0000000025115
2022-01-03,0,19,3,0,2022,1,3,0,65.0000000011611
2022-01-03,0,12,0,0,2022,1,3,0,61.00000001005762
2022-01-03,0,18,4,0,2022,1,3,0,14.00000003018021
2022-01-03,0,0,1,0,2022,1,3,0,127.99999998799152
2022-01-03,0,5,2,0,2022,1,3,0,96.99999999414533
2022-01-03,0,4,4,0,2022,1,3,0,311.9999999619912
2022-01-03,0,14,4,0,2022,1,3,0,174.99999998183347
2022-01-03,0,9,0,0,2022,1,3,0,28.00000000189018
2022-01-03,0,3,4,0,2022,1,3,0,149.99999997724245
2022-01-03,0,13,2,0,2022,1,3,0,24.000000004690413
2022-01-03,0,8,2,0,2022,1,3,0,41.999999998057504
2022-01-03,0,17,3,0,2022,1,3,0,12.00000000440485
2022-01-03,0,7,3,0,2022,1,3,0,368.99999997223085
2022-01-03,0,11,2,0,2022,1,3,0,254.99999997028627
2022-01-03,0,16,1,0,2022,1,3,0,150.99999998186905
2022-01-03,0,10,1,0,2022,1,3,0,256.9999999610425
2022-01-03,0,15,3,0,2022,1,3,0,99.00000001173127
2022-01-03,1,6,3,1,2022,1,3,0,104.00000003666666
2022-01-03,1,2,0,1,2022,1,3,0,140.99999998826345
2022-01-03,1,19,1,1,2022,1,3,0,181.99999999561186
2022-01-03,1,18,4,1,2022,1,3,0,155.99999998749567
2022-01-03,1,0,1,1,2022,1,3,0,250.00000000460355
2022-01-03,1,5,3,1,2022,1,3,0,392.999999976211
2022-01-03,1,4,1,1,2022,1,3,0,29.000000001810683
2022-01-03,1,14,4,1,2022,1,3,0,9.000000030812016
2022-01-03,1,9,0,1,2022,1,3,0,126.00000003875141
2022-01-03,1,3,2,1,2022,1,3,0,13.000000023041018
2022-01-03,1,13,0,1,2022,1,3,0,25.000000033072496
2022-01-03,1,8,4,1,2022,1,3,0,282.99999999909517
2022-01-03,1,17,4,1,2022,1,3,0,358.99999994763124
2022-01-03,1,7,1,1,2022,1,3,0,128.99999999707003
2022-01-03,1,11,0,1,2022,1,3,0,63.000000013741754
2022-01-03,1,1,3,1,2022,1,3,0,372.9999999682538
2022-01-03,1,16,2,1,2022,1,3,0,159.99999999501875
2022-01-03,1,10,2,1,2022,1,3,0,15.000000000418414
2022-01-03,1,15,4,1,2022,1,3,0,100.99999999563697
2022-01-03,2,2,4,2,2022,1,3,0,4.000000003343128
2022-01-03,2,19,0,2,2022,1,3,0,76.99999999109824
2022-01-03,2,12,2,2,2022,1,3,0,31.000000004823264
2022-01-03,2,18,2,2,2022,1,3,0,324.999999991526
2022-01-03,2,0,0,2,2022,1,3,0,162.9999999911087
2022-01-03,2,5,1,2,2022,1,3,0,34.00000000805133
2022-01-03,2,4,3,2,2022,1,3,0,47.000000016216674
2022-01-03,2,14,3,2,2022,1,3,0,15.000000020936396
2022-01-03,2,9,1,2,2022,1,3,0,125.99999999328548
2022-01-03,2,3,2,2,2022,1,3,0,231.9999999803847
2022-01-03,2,13,3,2,2022,1,3,0,174.9999999725541
2022-01-03,2,8,4,2,2022,1,3,0,17.000000028872662
2022-01-03,2,17,3,2,2022,1,3,0,368.99999999659303
2022-01-03,2,7,0,2,2022,1,3,0,260.00000000545185
2022-01-03,2,11,2,2,2022,1,3,0,346.99999995461667
2022-01-03,2,1,2,2,2022,1,3,0,149.99999998645802
2022-01-03,2,16,0,2,2022,1,3,0,70.00000000636302
2022-01-03,2,10,2,2,2022,1,3,0,248.9999999678731
2022-01-03,2,15,3,2,2022,1,3,0,369.99999999749997
2022-01-03,3,6,4,3,2022,1,3,0,270.9999999595675
2022-01-03,3,2,4,3,2022,1,3,0,179.99999997906357
2022-01-03,3,19,2,3,2022,1,3,0,343.99999995821605
2022-01-03,3,12,4,3,2022,1,3,0,208.99999999938282
2022-01-03,3,18,1,3,2022,1,3,0,199.99999996792644
2022-01-03,3,0,0,3,2022,1,3,0,381.99999994486865
2022-01-03,3,5,0,3,2022,1,3,0,189.9999999896495
2022-01-03,3,4,0,3,2022,1,3,0,50.999999997962306
2022-01-03,3,14,0,3,2022,1,3,0,40.00000000799171
2022-01-03,3,9,0,3,2022,1,3,0,104.0000000160922
2022-01-03,3,3,2,3,2022,1,3,0,46.000000045381185
2022-01-03,3,13,4,3,2022,1,3,0,9.000000024364255
2022-01-03,3,8,2,3,2022,1,3,0,56.000000019336994
2022-01-03,3,17,4,3,2022,1,3,0,62.99999999383988
2022-01-03,3,7,4,3,2022,1,3,0,180.99999998500294
2022-01-03,3,11,4,3,2022,1,3,0,94.00000001275951
2022-01-03,3,1,3,3,2022,1,3,0,46.000000032155114
2022-01-03,3,16,0,3,2022,1,3,0,8.000000005662189
2022-01-03,3,10,3,3,2022,1,3,0,171.9999999820657
2022-01-03,3,15,2,3,2022,1,3,0,68.00000000330755
2022-01-03,4,6,4,2,2022,1,3,0,76.99999999768825
2022-01-03,4,2,0,2,2022,1,3,0,297.99999995398383
2022-01-03,4,19,4,2,2022,1,3,0,64.00000004085081
2022-01-03,4,18,4,2,2022,1,3,0,21.00000002261319
2022-01-03,4,0,4,2,2022,1,3,0,175.99999998004787
2022-01-03,4,5,2,2,2022,1,3,0,130.99999999359196
2022-01-03,4,14,0,2,2022,1,3,0,97.00000000155961
2022-01-03,4,9,4,2,2022,1,3,0,8.000000012222921
2022-01-03,4,3,4,2,2022,1,3,0,103.99999998579901
2022-01-03,4,13,3,2,2022,1,3,0,86.9999999998431
2022-01-03,4,8,3,2,2022,1,3,0,237.9999999999592
2022-01-03,4,17,3,2,2022,1,3,0,171.00000001864555
2022-01-03,4,7,3,2,2022,1,3,0,249.99999996948713
2022-01-03,4,11,2,2,2022,1,3,0,11.00000000006276
2022-01-03,4,1,3,2,2022,1,3,0,370.99999999724054
2022-01-03,4,16,3,2,2022,1,3,0,106.99999999556687
2022-01-03,4,10,3,2,2022,1,3,0,106.00000001597189
2022-01-03,4,15,3,2,2022,1,3,0,101.00000001250427
2022-01-04,0,6,4,0,2022,1,4,1,126.99999992605427
2022-01-04,0,2,0,0,2022,1,4,1,150.0000000223095
2022-01-04,0,19,3,0,2022,1,4,1,65.00000001712046
2022-01-04,0,18,0,0,2022,1,4,1,14.000000243632503
2022-01-04,0,0,2,0,2022,1,4,1,127.99999989756594
2022-01-04,0,5,4,0,2022,1,4,1,96.99999996061999
2022-01-04,0,4,0,0,2022,1,4,1,311.9999996978137
2022-01-04,0,14,4,0,2022,1,4,1,174.99999986151963
2022-01-04,0,9,3,0,2022,1,4,1,28.00000001654189
2022-01-04,0,3,3,0,2022,1,4,1,149.99999981274794
2022-01-04,0,13,0,0,2022,1,4,1,24.000000035676905
2022-01-04,0,8,3,0,2022,1,4,1,41.99999998317043
2022-01-04,0,17,2,0,2022,1,4,1,12.000000050706241
2022-01-04,0,7,0,0,2022,1,4,1,368.9999997759372
2022-01-04,0,11,4,0,2022,1,4,1,254.99999975242827
2022-01-04,0,16,4,0,2022,1,4,1,150.99999985191891
2022-01-04,0,10,3,0,2022,1,4,1,256.9999996930816
2022-01-04,0,15,0,0,2022,1,4,1,99.00000009119908
2022-01-04,1,6,2,1,2022,1,4,1,104.00000028152795
2022-01-04,1,2,1,1,2022,1,4,1,140.9999999019718
2022-01-04,1,18,4,1,2022,1,4,1,155.99999991766046
2022-01-04,1,0,2,1,2022,1,4,1,250.00000004114855
2022-01-04,1,5,0,1,2022,1,4,1,392.9999998046074
2022-01-04,1,4,4,1,2022,1,4,1,29.000000012781186
2022-01-04,1,14,3,1,2022,1,4,1,9.000000251405382
2022-01-04,1,9,4,1,2022,1,4,1,126.00000030287345
2022-01-04,1,3,3,1,2022,1,4,1,13.000000187300884
2022-01-04,1,13,0,1,2022,1,4,1,25.000000259428155
2022-01-04,1,8,0,1,2022,1,4,1,282.99999999058514
2022-01-04,1,17,3,1,2022,1,4,1,358.99999958785907
2022-01-04,1,7,3,1,2022,1,4,1,128.9999999812888
2022-01-04,1,11,4,1,2022,1,4,1,63.00000010372997
2022-01-04,1,1,0,1,2022,1,4,1,372.9999997421028
2022-01-04,1,16,2,1,2022,1,4,1,159.99999996600656
2022-01-04,1,10,4,1,2022,1,4,1,15.0000000071235
2022-01-04,1,15,1,1,2022,1,4,1,100.99999996321436
2022-01-04,2,6,1,2,2022,1,4,1,6.484779477064028
2022-01-04,2,2,0,2,2022,1,4,1,4.000000053367884
2022-01-04,2,19,3,2,2022,1,4,1,76.99999994404024
2022-01-04,2,12,2,2,2022,1,4,1,31.00000004754721
2022-01-04,2,18,4,2,2022,1,4,1,324.99999991833835
2022-01-04,2,0,0,2,2022,1,4,1,162.99999994616053
2022-01-04,2,5,3,2,2022,1,4,1,34.00000006389905
2022-01-04,2,4,3,2,2022,1,4,1,47.00000014304856
2022-01-04,2,14,1,2,2022,1,4,1,15.000000174243855
2022-01-04,2,9,0,2,2022,1,4,1,125.99999995343435
2022-01-04,2,3,3,2,2022,1,4,1,231.99999984606495
2022-01-04,2,13,0,2,2022,1,4,1,174.9999997820558
2022-01-04,2,8,1,2,2022,1,4,1,17.000000225248428
2022-01-04,2,17,2,2,2022,1,4,1,368.9999999479608
2022-01-04,2,7,0,2,2022,1,4,1,260.0000000517707
2022-01-04,2,11,1,2,2022,1,4,1,346.99999963116557
2022-01-04,2,1,3,2,2022,1,4,1,149.99999990731686
2022-01-04,2,16,3,2,2022,1,4,1,70.00000005405815
2022-01-04,2,10,4,2,2022,1,4,1,248.9999997396626
2022-01-04,2,15,2,2,2022,1,4,1,369.99999995983956
2022-01-04,3,6,1,3,2022,1,4,1,270.9999996723418
2022-01-04,3,2,4,3,2022,1,4,1,179.9999998372311
2022-01-04,3,19,3,3,2022,1,4,1,343.9999996570713
2022-01-04,3,12,3,3,2022,1,4,1,208.99999999130426
2022-01-04,3,18,1,3,2022,1,4,1,199.99999973991646
2022-01-04,3,0,4,3,2022,1,4,1,381.99999954760165
2022-01-04,3,5,2,3,2022,1,4,1,189.99999992817766
2022-01-04,3,4,1,3,2022,1,4,1,50.999999995471065
2022-01-04,3,14,1,3,2022,1,4,1,40.00000006489394
2022-01-04,3,9,2,3,2022,1,4,1,104.00000012844977
2022-01-04,3,3,2,3,2022,1,4,1,46.00000036559644
2022-01-04,3,13,3,3,2022,1,4,1,9.000000202510764
2022-01-04,3,8,4,3,2022,1,4,1,56.00000014660413
2022-01-04,3,17,1,3,2022,1,4,1,62.99999996253591
2022-01-04,3,7,2,3,2022,1,4,1,180.9999998763325
2022-01-04,3,11,4,3,2022,1,4,1,94.00000009712916
2022-01-04,3,1,2,3,2022,1,4,1,46.00000024903798
2022-01-04,3,16,4,3,2022,1,4,1,8.000000062730843
2022-01-04,3,10,4,3,2022,1,4,1,171.99999985079714
2022-01-04,3,15,4,3,2022,1,4,1,68.00000003133648
2022-01-04,4,6,1,2,2022,1,4,1,76.99999997801547
2022-01-04,4,2,1,2,2022,1,4,1,297.9999996254035
2022-01-04,4,19,3,2,2022,1,4,1,64.00000031304499
2022-01-04,4,18,3,2,2022,1,4,1,21.000000178012822
2022-01-04,4,0,2,2,2022,1,4,1,175.99999983741486
2022-01-04,4,5,2,2,2022,1,4,1,130.9999999468716
2022-01-04,4,14,4,2,2022,1,4,1,97.00000002972902
2022-01-04,4,9,0,2,2022,1,4,1,8.000000100664682
2022-01-04,4,3,3,2,2022,1,4,1,103.99999988569425
2022-01-04,4,13,2,2,2022,1,4,1,86.99999999883366
2022-01-04,4,8,4,2,2022,1,4,1,237.99999999446612
2022-01-04,4,17,3,2,2022,1,4,1,171.00000014863372
2022-01-04,4,7,2,2,2022,1,4,1,249.99999975486264
2022-01-04,4,11,0,2,2022,1,4,1,11.000000002899608
2022-01-04,4,1,3,2,2022,1,4,1,370.999999951775
2022-01-04,4,16,4,2,2022,1,4,1,106.99999996078137
2022-01-04,4,10,3,2,2022,1,4,1,106.0000001318227
2022-01-04,4,15,1,2,2022,1,4,1,101.00000009505925
2022-01-05,0,6,4,0,2022,1,5,2,126.99999955285838
2022-01-05,0,2,3,0,2022,1,5,2,150.00000013228055
2022-01-05,0,19,3,0,2022,1,5,2,65.00000013252838
2022-01-05,0,12,0,0,2022,1,5,2,61.000000088312035
2022-01-05,0,18,1,0,2022,1,5,2,14.000001365291027
2022-01-05,0,0,3,0,2022,1,5,2,127.99999939617274
2022-01-05,0,5,4,0,2022,1,5,2,96.99999982697942
2022-01-05,0,4,0,0,2022,1,5,2,311.9999983304233
2022-01-05,0,14,1,0,2022,1,5,2,174.9999992544923
2022-01-05,0,9,1,0,2022,1,5,2,28.000000101836683
2022-01-05,0,3,4,0,2022,1,5,2,149.99999892951416
2022-01-05,0,13,0,0,2022,1,5,2,24.000000195072143
2022-01-05,0,8,3,0,2022,1,5,2,41.99999990015337
2022-01-05,0,17,3,0,2022,1,5,2,12.000000355715695
2022-01-05,0,7,3,0,2022,1,5,2,368.9999987456608
2022-01-05,0,11,4,0,2022,1,5,2,254.9999985675477
2022-01-05,0,16,4,0,2022,1,5,2,150.99999916734154
2022-01-05,0,10,0,0,2022,1,5,2,256.99999830652985
2022-01-05,0,15,3,0,2022,1,5,2,99.00000049045019
2022-01-05,1,6,1,1,2022,1,5,2,104.00000150654236
2022-01-05,1,2,0,1,2022,1,5,2,140.99999943222159
2022-01-05,1,19,0,1,2022,1,5,2,181.99999996325118
2022-01-05,1,18,2,1,2022,1,5,2,155.99999963784114
2022-01-05,1,0,4,1,2022,1,5,2,250.00000023856396
2022-01-05,1,5,4,1,2022,1,5,2,392.9999988750113
2022-01-05,1,4,2,1,2022,1,5,2,29.000000064843398
2022-01-05,1,14,3,1,2022,1,5,2,9.000001423173352
2022-01-05,1,9,3,1,2022,1,5,2,126.00000164818294
2022-01-05,1,3,1,1,2022,1,5,2,13.000001057793517
2022-01-05,1,13,4,1,2022,1,5,2,25.000001419785644
2022-01-05,1,8,3,1,2022,1,5,2,282.99999992998005
2022-01-05,1,17,4,1,2022,1,5,2,358.99999774282685
2022-01-05,1,7,2,1,2022,1,5,2,128.9999999155849
2022-01-05,1,11,1,1,2022,1,5,2,63.00000054548609
2022-01-05,1,1,4,1,2022,1,5,2,372.99999853469535
2022-01-05,1,16,4,1,2022,1,5,2,159.99999984088714
2022-01-05,1,10,0,1,2022,1,5,2,15.000000062079057
2022-01-05,1,15,0,1,2022,1,5,2,100.99999979764621
2022-01-05,2,2,4,2,2022,1,5,2,4.000000432891298
2022-01-05,2,19,1,2,2022,1,5,2,76.99999976007098
2022-01-05,2,12,1,2,2022,1,5,2,31.000000314005028
2022-01-05,2,18,3,2,2022,1,5,2,324.9999994637562
2022-01-05,2,0,1,2,2022,1,5,2,162.99999979008996
2022-01-05,2,5,2,2,2022,1,5,2,34.00000035453591
2022-01-05,2,4,0,2,2022,1,5,2,47.00000085869139
2022-01-05,2,14,0,2,2022,1,5,2,15.000001003371565
2022-01-05,2,9,2,2,2022,1,5,2,125.99999978180347
2022-01-05,2,3,0,2,2022,1,5,2,231.99999915454555
2022-01-05,2,13,3,2,2022,1,5,2,174.99999878963916
2022-01-05,2,8,1,2,2022,1,5,2,17.000001229999434
2022-01-05,2,17,1,2,2022,1,5,2,368.9999995774064
2022-01-05,2,7,1,2,2022,1,5,2,260.00000032163786
2022-01-05,2,11,3,2,2022,1,5,2,346.99999791816873
2022-01-05,2,1,3,2,2022,1,5,2,149.9999995621039
2022-01-05,2,16,4,2,2022,1,5,2,70.00000032566861
2022-01-05,2,10,3,2,2022,1,5,2,248.99999852824095
2022-01-05,2,15,4,2,2022,1,5,2,369.9999996650322
2022-01-05,3,6,3,3,2022,1,5,2,270.9999981549511
2022-01-05,3,2,0,3,2022,1,5,2,179.99999911643079
2022-01-05,3,19,1,3,2022,1,5,2,343.999998039091
2022-01-05,3,12,3,3,2022,1,5,2,208.99999993530253
2022-01-05,3,18,0,3,2022,1,5,2,199.99999854047482
2022-01-05,3,0,1,3,2022,1,5,2,381.9999974228482
2022-01-05,3,5,0,3,2022,1,5,2,189.99999965197247
2022-01-05,3,4,2,3,2022,1,5,2,51.000000031515434
2022-01-05,3,14,3,3,2022,1,5,2,40.000000373170586
2022-01-05,3,9,4,3,2022,1,5,2,104.00000071852493
2022-01-05,3,3,4,3,2022,1,5,2,46.00000204991766
2022-01-05,3,13,3,3,2022,1,5,2,9.000001168763589
2022-01-05,3,8,0,3,2022,1,5,2,56.00000077651502
